City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Nanortalik,GL,2021-01-26 20:39:38,60.1432,-45.2371,16.0,83,0,7.92
286,Juquia,BR,2021-01-26 20:43:37,-24.3208,-47.6347,84.96,67,98,2.3
287,Sao Borja,BR,2021-01-26 20:42:43,-28.6606,-56.0044,77.2,90,100,8.99
288,Ca Mau,VN,2021-01-26 20:43:37,9.1769,105.15,75.07,85,88,5.68
289,Piste,MX,2021-01-26 20:43:38,20.7,-88.5833,89.53,46,0,8.88
290,Constitucion,CL,2021-01-26 20:39:24,-35.3333,-72.4167,65.66,51,0,16.22
291,Bijie,CN,2021-01-26 20:39:10,27.3125,105.2942,37.69,88,100,5.26
292,Cherskiy,RU,2021-01-26 20:41:01,68.75,161.3,-39.41,78,54,3.44
293,Ulladulla,AU,2021-01-26 20:43:39,-35.35,150.4667,64.99,100,90,11.5
294,Codrington,AU,2021-01-26 20:42:54,-38.2667,141.9667,56.46,67,66,15.23
295,Dingle,PH,2021-01-26 20:43:39,10.9995,122.6711,72.73,90,95,7.25
296,Aljezur,PT,2021-01-26 20:43:39,37.3191,-8.8033,59.0,100,97,5.06
297,Susanville,US,2021-01-26 20:39:17,40.4163,-120.653,26.6,68,20,3.44
298,Rocha,UY,2021-01-26 20:43:40,-34.4833,-54.3333,78.15,69,98,8.23
299,Soyo,AO,2021-01-26 20:43:40,-6.1349,12.3689,79.59,82,99,5.21
300,Darhan,MN,2021-01-26 20:43:40,49.4867,105.9228,-6.65,90,100,1.72
301,Lavrentiya,RU,2021-01-26 20:43:41,65.5833,-171.0,-4.92,87,74,3.94
302,Katsuura,JP,2021-01-26 20:38:53,35.1333,140.3,46.4,87,75,5.75
303,Rawah,IQ,2021-01-26 20:43:41,34.4816,41.9093,50.4,45,100,3.04
304,Fort Wellington,GY,2021-01-26 20:43:42,6.4,-57.6,79.16,79,64,12.62
305,Vanimo,PG,2021-01-26 20:42:44,-2.6741,141.3028,78.06,83,100,4.76
306,Marfino,RU,2021-01-26 20:43:42,55.7028,37.3822,36.0,75,75,15.66
307,Wesselsbron,ZA,2021-01-26 20:43:42,-27.8549,26.3658,69.01,84,100,2.33
308,Prudentopolis,BR,2021-01-26 20:40:54,-25.2131,-50.9778,72.55,86,100,3.24
309,Port Hedland,AU,2021-01-26 20:43:43,-20.3167,118.5667,77.0,83,35,8.05
310,Vila Velha,BR,2021-01-26 20:39:21,-20.3297,-40.2925,86.0,69,20,16.11
311,Gamba,GA,2021-01-26 20:43:01,-2.65,10.0,77.54,90,98,4.12
312,Capinota,BO,2021-01-26 20:43:44,-17.7167,-66.2333,75.2,46,40,13.8
313,Tasiilaq,GL,2021-01-26 20:39:18,65.6145,-37.6368,10.4,52,90,13.8
314,Ciudad Ojeda,VE,2021-01-26 20:43:44,10.1964,-71.3082,84.96,59,0,8.93
315,Olinda,BR,2021-01-26 20:43:45,-8.0089,-34.8553,80.6,65,40,10.36
316,Kloulklubed,PW,2021-01-26 20:43:45,7.0419,134.2556,80.6,69,75,8.05
317,Ahipara,NZ,2021-01-26 20:43:45,-35.1667,173.1667,72.73,66,0,0.78
318,Acarau,BR,2021-01-26 20:41:04,-2.8856,-40.12,81.25,77,100,16.2
319,Namie,JP,2021-01-26 20:43:46,37.4833,141.0,43.0,74,99,8.79
320,Waddan,LY,2021-01-26 20:43:46,29.1614,16.139,59.92,54,0,22.66
321,Uruzgan,AF,2021-01-26 20:43:46,32.8333,66.0,33.22,68,0,5.21
322,Crib Point,AU,2021-01-26 20:43:46,-38.35,145.2,57.99,66,64,14.16
323,Huinan,CN,2021-01-26 20:43:47,42.6225,126.2614,4.44,89,0,7.11
324,Skjervoy,NO,2021-01-26 20:43:47,70.0311,20.9714,28.4,69,40,28.77
325,Tres Passos,BR,2021-01-26 20:43:47,-27.4556,-53.9319,82.0,80,100,5.12
326,Omboue,GA,2021-01-26 20:43:48,-1.5746,9.2618,78.26,88,100,4.47
327,Akdagmadeni,TR,2021-01-26 20:43:48,39.6603,35.8836,33.13,89,99,8.08
328,Axim,GH,2021-01-26 20:43:48,4.8699,-2.2405,79.18,85,86,9.19
329,Itarema,BR,2021-01-26 20:40:29,-2.9248,-39.9167,80.92,77,100,14.67
330,Dunedin,NZ,2021-01-26 20:42:32,-45.8742,170.5036,72.0,39,76,8.99
331,Guantanamo,CU,2021-01-26 20:43:49,20.1444,-75.2092,82.4,65,75,10.36
332,Stephenville,US,2021-01-26 20:43:49,32.2207,-98.2023,59.0,38,1,6.91
333,Bambous Virieux,MU,2021-01-26 20:43:50,-20.3428,57.7575,75.99,83,20,6.91
334,Hailar,CN,2021-01-26 20:43:50,49.2,119.7,-10.98,89,73,12.48
335,Dubti,ET,2021-01-26 20:43:50,11.7361,41.0853,65.86,53,0,5.61
336,Xiaoweizhai,CN,2021-01-26 20:43:50,26.1903,107.5125,41.77,88,100,2.71
337,Shenjiamen,CN,2021-01-26 20:43:51,29.9576,122.298,46.67,90,73,9.42
338,Mahebourg,MU,2021-01-26 20:39:24,-20.4081,57.7,75.2,83,20,6.91
339,Leh,IN,2021-01-26 20:40:37,34.1667,77.5833,1.15,64,1,1.3
340,Fergus Falls,US,2021-01-26 20:43:51,46.283,-96.0776,12.2,62,75,3.44
341,Manthani,IN,2021-01-26 20:43:52,18.65,79.6667,69.96,57,0,5.55
342,Havre,FR,2021-01-26 20:43:52,49.5833,0.3333,39.2,65,90,17.27
343,Pitimbu,BR,2021-01-26 20:43:52,-7.4706,-34.8086,82.4,74,20,13.8
344,Norrtalje,SE,2021-01-26 20:41:10,59.758,18.705,34.0,88,100,7.0
345,Adre,TD,2021-01-26 20:43:53,13.4667,22.2,69.42,21,20,9.91
346,Kamuli,UG,2021-01-26 20:43:53,0.9472,33.1197,68.32,76,100,1.14
347,Cervo,ES,2021-01-26 20:43:53,43.6702,-7.4101,59.0,91,100,5.01
348,Coahuayana,MX,2021-01-26 20:43:53,18.7333,-103.6833,82.4,36,40,6.78
349,Doha,QA,2021-01-26 20:43:54,25.2867,51.5333,66.2,68,0,6.91
350,Sorland,NO,2021-01-26 20:43:54,67.667,12.6934,30.2,74,20,12.66
351,Ocean City,US,2021-01-26 20:43:55,39.2776,-74.5746,42.8,93,90,12.66
352,Bubaque,GW,2021-01-26 20:42:43,11.2833,-15.8333,78.21,75,0,13.89
353,Santo Antonio Do Ica,BR,2021-01-26 20:43:55,-3.1022,-67.9397,83.89,78,82,1.61
354,Taft,IR,2021-01-26 20:43:56,31.7471,54.2088,39.2,24,0,4.61
355,Nome,US,2021-01-26 20:43:56,64.5011,-165.4064,12.2,85,90,2.75
356,Lompoc,US,2021-01-26 20:39:49,34.6391,-120.4579,54.0,47,8,11.5
357,Mitsamiouli,KM,2021-01-26 20:43:56,-11.3847,43.2844,80.89,68,29,2.53
358,Tortoli,IT,2021-01-26 20:43:57,39.9256,9.6572,44.6,61,0,16.11
359,Shimoda,JP,2021-01-26 20:43:57,34.6667,138.95,48.99,94,100,18.39
360,Jalu,LY,2021-01-26 20:43:57,29.0331,21.5482,63.07,27,51,12.08
361,Sinnamary,GF,2021-01-26 20:43:57,5.3833,-52.95,78.82,82,66,14.03
362,Yingcheng,CN,2021-01-26 20:43:07,30.95,113.55,42.8,87,90,6.71
363,Kuldur,RU,2021-01-26 20:43:58,49.2167,131.6333,-6.68,88,100,1.79
364,Pascagoula,US,2021-01-26 20:43:58,30.3658,-88.5561,72.0,73,90,5.75
365,Rantauprapat,ID,2021-01-26 20:43:58,2.1,99.8333,72.25,93,100,1.83
366,Cururupu,BR,2021-01-26 20:43:59,-1.8283,-44.8683,80.29,77,71,4.54
367,Faanui,PF,2021-01-26 20:43:59,-16.4833,-151.75,81.27,74,14,16.6
368,Mandalgovi,MN,2021-01-26 20:43:59,45.7625,106.2708,-4.54,77,100,8.79
369,Kirakira,SB,2021-01-26 20:42:37,-10.4544,161.9205,83.77,77,84,13.13
370,Rio Grande,BR,2021-01-26 20:40:38,-32.035,-52.0986,75.2,94,90,9.22
371,Tarko-Sale,RU,2021-01-26 20:44:00,64.9225,77.785,-24.79,86,100,7.81
372,Conde,BR,2021-01-26 20:44:00,-7.2597,-34.9075,82.4,74,20,13.8
373,Cidreira,BR,2021-01-26 20:44:00,-30.1811,-50.2056,77.49,85,72,12.55
374,Korla,CN,2021-01-26 20:42:27,41.7597,86.1469,20.35,81,0,3.06
375,Syedove,UA,2021-01-26 20:44:01,47.0768,38.156,41.0,53,100,11.01
376,Black River,JM,2021-01-26 20:44:01,18.0264,-77.8487,84.2,65,20,25.32
377,Labuhan,ID,2021-01-26 20:44:01,-6.8844,112.2051,77.41,86,89,10.25
378,Coihaique,CL,2021-01-26 20:39:58,-45.5752,-72.0662,55.4,58,75,8.05
379,Orlik,RU,2021-01-26 20:44:02,52.5178,99.825,-23.26,77,100,2.15
380,Okhotsk,RU,2021-01-26 20:44:02,59.3833,143.3,-16.17,76,22,8.77
381,Mgachi,RU,2021-01-26 20:44:02,51.05,142.2667,3.94,91,100,6.71
382,Batagay-Alyta,RU,2021-01-26 20:44:03,67.8006,130.4114,-40.16,79,0,0.36
383,Sitka,US,2021-01-26 20:44:03,57.0531,-135.33,33.8,64,20,3.44
384,Remerschen,LU,2021-01-26 20:44:03,49.4886,6.3517,30.99,93,0,9.22
385,Kismayo,SO,2021-01-26 20:44:04,-0.3582,42.5454,76.87,82,32,15.82
386,Sayat,TM,2021-01-26 20:42:28,38.7839,63.8803,26.6,93,0,2.3
387,Alberton,CA,2021-01-26 20:44:04,46.8168,-64.0654,32.0,100,97,16.11
388,Pangkalanbuun,ID,2021-01-26 20:44:04,-2.6833,111.6167,73.17,97,100,2.42
389,Chadiza,ZM,2021-01-26 20:44:05,-14.0678,32.4392,66.38,94,100,1.43
390,Sechura,PE,2021-01-26 20:44:05,-5.5569,-80.8222,85.39,46,48,14.7
391,Rafsanjan,IR,2021-01-26 20:44:05,30.4067,55.9939,43.05,51,0,4.5
392,Padang,ID,2021-01-26 20:44:06,-0.9492,100.3543,75.2,88,75,2.3
393,Sambava,MG,2021-01-26 20:44:06,-14.2667,50.1667,78.39,79,100,3.33
394,Qingyuan,CN,2021-01-26 20:44:06,23.7,113.0333,60.8,67,75,8.95
395,Cayenne,GF,2021-01-26 20:44:07,4.9333,-52.3333,78.8,89,75,9.22
396,Dauphin,CA,2021-01-26 20:44:07,51.1494,-100.0502,-11.2,70,1,2.3
397,Sakakah,SA,2021-01-26 20:44:07,29.9697,40.2064,51.8,30,0,3.44
398,Le Port,RE,2021-01-26 20:43:07,-20.9373,55.2919,73.4,88,75,4.61
399,Saldanha,ZA,2021-01-26 20:44:08,-33.0117,17.9442,66.2,77,19,13.8
400,Gatton,AU,2021-01-26 20:44:08,-27.55,152.2833,71.6,88,0,0.69
401,Radha Kund,IN,2021-01-26 20:44:08,27.5333,77.4833,48.33,58,0,4.03
402,Porto Velho,BR,2021-01-26 20:40:12,-8.7619,-63.9039,84.2,70,40,10.36
403,Pinheiro Machado,BR,2021-01-26 20:44:02,-31.5783,-53.3811,70.0,100,99,11.99
404,Radishchevo,RU,2021-01-26 20:44:09,52.85,47.8833,28.15,98,100,9.95
405,Launceston,AU,2021-01-26 20:40:50,-41.45,147.1667,54.0,76,0,9.22
406,Maceio,BR,2021-01-26 20:44:10,-9.6658,-35.7353,78.8,78,75,13.8
407,Synya,RU,2021-01-26 20:44:10,65.3718,58.0387,-16.22,88,100,7.43
408,Ogbomosho,NG,2021-01-26 20:44:10,8.133,4.25,84.2,23,0,5.75
409,Bengkulu,ID,2021-01-26 20:44:11,-3.8004,102.2655,74.1,88,100,4.23
410,Morant Bay,JM,2021-01-26 20:40:53,17.8815,-76.4093,84.2,61,20,27.63
411,Verkhnevilyuysk,RU,2021-01-26 20:44:11,63.4453,120.3167,-51.57,76,82,3.67
412,Lufkin,US,2021-01-26 20:44:11,31.3382,-94.7291,69.8,35,75,10.36
413,Amalapuram,IN,2021-01-26 20:44:12,16.5833,82.0167,66.94,92,15,1.88
414,Sovetskaya Gavan,RU,2021-01-26 20:44:12,48.9723,140.2878,16.12,97,100,7.27
415,Bennington,US,2021-01-26 20:44:12,42.8781,-73.1968,32.0,80,90,5.75
416,Jojoima,SL,2021-01-26 20:44:12,7.8792,-10.7878,76.19,59,0,4.97
417,Monrovia,LR,2021-01-26 20:41:27,6.3005,-10.7969,78.8,94,40,7.27
418,Malayal,PH,2021-01-26 20:44:13,7.208,121.942,76.86,80,58,4.61
419,Zhob,PK,2021-01-26 20:40:22,31.3411,69.4481,39.36,54,0,1.61
420,Hamilton,US,2021-01-26 20:43:21,39.1834,-84.5333,46.4,81,90,13.8
421,Gurupi,BR,2021-01-26 20:44:14,-11.7292,-49.0686,84.54,67,100,4.07
422,Iqaluit,CA,2021-01-26 20:44:15,63.7506,-68.5145,-2.0,71,20,20.71
423,Umm Kaddadah,SD,2021-01-26 20:44:15,13.6017,26.6876,68.92,21,24,11.52
424,Belyy Yar,RU,2021-01-26 20:44:15,53.6039,91.3903,-31.0,75,52,2.24
425,Viedma,AR,2021-01-26 20:41:15,-40.8135,-62.9967,73.0,49,2,1.01
426,Srednekolymsk,RU,2021-01-26 20:39:46,67.45,153.6833,-30.28,83,100,10.49
427,Baykit,RU,2021-01-26 20:44:16,61.67,96.37,-44.81,72,55,1.92
428,Emet,TR,2021-01-26 20:44:16,39.343,29.2585,43.74,74,100,18.57
429,Betare Oya,CM,2021-01-26 20:44:16,5.6,14.0833,76.75,32,72,3.49
430,Punta De Bombon,PE,2021-01-26 20:44:17,-17.1717,-71.7931,73.6,69,33,9.66
431,Bonthe,SL,2021-01-26 20:44:17,7.5264,-12.505,78.66,80,0,7.9
432,Makarov,RU,2021-01-26 20:44:17,48.6333,142.8,4.41,92,100,5.41
433,Babusnica,RS,2021-01-26 20:44:17,43.0597,22.4117,34.0,10,100,7.31
434,Kinsale,IE,2021-01-26 20:44:18,51.7075,-8.5306,48.99,100,75,10.36
435,Grand Junction,US,2021-01-26 20:44:18,39.0639,-108.5507,35.01,64,75,9.24
436,Nova Aurora,BR,2021-01-26 20:44:18,-22.8667,-52.5667,79.63,79,100,6.89
437,Merauke,ID,2021-01-26 20:44:19,-8.4667,140.3333,77.79,90,96,13.42
438,Ndungu,TZ,2021-01-26 20:44:19,-4.3667,38.05,70.39,85,46,2.82
439,El Alto,PE,2021-01-26 20:44:19,-4.2714,-81.2147,86.0,51,0,17.27
440,Khutar,IN,2021-01-26 20:44:19,28.2,80.2833,49.32,59,0,5.91
441,Colombo,LK,2021-01-26 20:41:20,6.9319,79.8478,71.6,83,0,8.05
442,Santa Cecilia,BR,2021-01-26 20:44:20,-26.9608,-50.4269,68.72,100,100,2.35
443,Kulhudhuffushi,MV,2021-01-26 20:43:45,6.6221,73.07,80.64,59,90,8.86
444,Seymchan,RU,2021-01-26 20:44:21,62.8833,152.4333,-29.52,81,100,2.3
445,Leningradskiy,RU,2021-01-26 20:39:26,69.3833,178.4167,-18.13,86,99,8.93
446,Faya,SA,2021-01-26 20:44:21,18.3851,42.4509,59.0,50,0,2.98
447,Oltu,TR,2021-01-26 20:44:21,40.5498,42.0013,25.88,82,22,6.62
448,Corner Brook,CA,2021-01-26 20:44:22,48.9667,-57.9484,35.6,69,75,6.91
449,Paracuru,BR,2021-01-26 20:44:22,-3.41,-39.0306,81.0,74,89,13.0
450,Necochea,AR,2021-01-26 20:44:22,-38.5473,-58.7368,72.46,78,100,10.27
451,Acajutla,SV,2021-01-26 20:44:23,13.5928,-89.8275,87.8,42,0,2.3
452,Imbituba,BR,2021-01-26 20:44:23,-28.24,-48.6703,82.4,65,75,11.5
453,Inhambane,MZ,2021-01-26 20:44:07,-23.865,35.3833,78.69,85,99,8.14
454,Poronaysk,RU,2021-01-26 20:44:23,49.2167,143.1167,3.27,94,100,1.14
455,Tsiroanomandidy,MG,2021-01-26 20:44:24,-18.7667,46.0333,69.15,89,29,1.57
456,Georgiyevka,KZ,2021-01-26 20:44:24,43.0369,74.7114,1.4,85,90,2.24
457,Biak,ID,2021-01-26 20:44:24,-0.9131,122.8766,76.86,73,100,5.5
458,Byron Bay,AU,2021-01-26 20:44:24,-28.65,153.6167,71.6,94,11,6.08
459,Mbandaka,CD,2021-01-26 20:40:07,0.0487,18.2603,76.17,76,39,0.27
460,Kailua,US,2021-01-26 20:42:01,21.4022,-157.7394,77.0,65,75,14.97
461,Mapastepec,MX,2021-01-26 20:44:25,15.4333,-92.9,89.73,42,0,9.89
462,Borogontsy,RU,2021-01-26 20:44:25,62.6683,131.1683,-54.26,71,68,4.32
463,San Patricio,US,2021-01-26 20:44:26,28.017,-97.5169,78.01,57,75,9.22
464,Pemberton,CA,2021-01-26 20:44:26,50.3164,-122.8027,32.0,80,75,3.44
465,Paita,PE,2021-01-26 20:43:25,-5.0892,-81.1144,86.0,51,0,17.27
466,Manati,PR,2021-01-26 20:44:26,18.4275,-66.4921,82.0,76,41,4.0
467,Opuwo,NA,2021-01-26 20:44:27,-18.0607,13.84,69.28,68,84,9.93
468,Thinadhoo,MV,2021-01-26 20:42:46,0.5333,72.9333,79.86,78,100,11.81
469,Abu Kamal,SY,2021-01-26 20:44:27,34.4506,40.9171,51.19,43,100,4.92
470,Sangar,RU,2021-01-26 20:44:27,63.9242,127.4739,-54.99,67,78,4.36
471,Klaksvik,FO,2021-01-26 20:44:28,62.2266,-6.589,30.2,74,92,8.05
472,Luganville,VU,2021-01-26 20:44:28,-15.5333,167.1667,82.11,78,100,8.05
473,Buala,SB,2021-01-26 20:43:05,-8.145,159.5921,82.9,78,84,13.58
474,Alice Springs,AU,2021-01-26 20:44:28,-23.7,133.8833,77.0,88,90,5.75
475,Winnemucca,US,2021-01-26 20:44:29,40.973,-117.7357,30.0,70,49,8.99
476,Grindavik,IS,2021-01-26 20:44:29,63.8424,-22.4338,26.6,50,0,19.57
477,Jacareacanga,BR,2021-01-26 20:44:29,-6.2222,-57.7528,82.31,85,94,3.58
478,Shitanjing,CN,2021-01-26 20:43:13,39.2342,106.3439,22.6,75,3,16.82
479,Suluq,LY,2021-01-26 20:44:30,31.6682,20.2521,61.12,75,50,21.63
480,Kurilsk,RU,2021-01-26 20:44:30,45.2333,147.8833,19.44,91,100,9.13
481,Sinjar,IQ,2021-01-26 20:44:30,36.3209,41.8754,44.94,57,97,2.08
482,Elko,US,2021-01-26 20:44:30,41.0002,-115.5012,28.4,54,90,10.36
483,Aksarka,RU,2021-01-26 20:44:31,66.5606,67.7975,-29.85,82,3,10.8
484,Kajaani,FI,2021-01-26 20:44:31,64.2273,27.7285,30.2,100,90,5.75
485,Evanston,US,2021-01-26 20:44:31,42.0411,-87.6901,32.0,86,90,19.57
486,Nguru,NG,2021-01-26 20:44:31,12.8791,10.4526,73.78,19,10,10.0
487,Salamiyah,SY,2021-01-26 20:44:32,35.0113,37.0532,47.44,51,100,8.48
488,Dicamay,PH,2021-01-26 20:44:32,16.7561,122.0037,71.04,95,100,2.15
489,Malchevskaya,RU,2021-01-26 20:44:32,49.0552,40.3625,34.66,94,100,15.61
490,San Juan,AR,2021-01-26 20:44:32,-31.5375,-68.5364,96.53,15,32,14.27
491,Rafraf,TN,2021-01-26 20:44:33,37.1904,10.1837,51.8,62,40,9.22
492,Oriximina,BR,2021-01-26 20:44:33,-1.7656,-55.8661,82.0,85,66,3.13
493,Ulaanbaatar,MN,2021-01-26 20:44:33,47.9077,106.8832,-25.6,68,0,2.39
494,Madimba,TZ,2021-01-26 20:44:33,-10.4,40.3333,78.17,75,34,3.0
495,Santa Cruz,BO,2021-01-26 20:44:33,-17.8,-63.1667,80.6,78,75,21.85
496,Andros Town,BS,2021-01-26 20:44:34,24.7,-77.7667,80.6,69,20,11.5
497,Puerto Quijarro,BO,2021-01-26 20:44:34,-17.7833,-57.7667,93.7,43,100,5.97
498,Udachnyy,RU,2021-01-26 20:44:34,66.4167,112.4,-41.33,79,26,2.42
499,Paptalaya,HN,2021-01-26 20:44:34,15.5,-84.3167,89.6,12,75,10.36
500,Kholm,RU,2021-01-26 20:44:35,59.2667,32.85,33.75,94,97,8.03
501,Port Augusta,AU,2021-01-26 20:40:01,-32.5,137.7667,66.2,68,90,10.36
502,North Platte,US,2021-01-26 20:44:35,41.1239,-100.7654,17.6,73,90,6.91
503,Stokmarknes,NO,2021-01-26 20:44:35,68.5646,14.9108,24.8,74,0,8.05
504,Ginda,IN,2021-01-26 20:44:36,30.6945,78.4932,39.54,44,0,8.23
505,Eston,CA,2021-01-26 20:44:36,51.1501,-108.7514,6.8,78,90,21.85
506,Hunchun,CN,2021-01-26 20:44:36,42.8675,130.3581,17.92,81,5,9.06
507,Baracoa,CU,2021-01-26 20:44:36,20.3467,-74.4958,79.38,70,99,7.09
508,Hirna,ET,2021-01-26 20:44:37,9.2167,41.1,55.74,35,70,0.56
509,Puerto Del Rosario,ES,2021-01-26 20:44:37,28.5004,-13.8627,66.2,77,20,20.71
510,Arivonimamo,MG,2021-01-26 20:44:37,-19.0167,47.1833,66.2,88,75,5.75
511,Berdigestyakh,RU,2021-01-26 20:44:38,62.0989,126.6992,-52.91,76,94,3.76
512,Pasni,PK,2021-01-26 20:44:38,25.2631,63.471,65.28,38,0,6.15
513,Tilichiki,RU,2021-01-26 20:44:38,60.4667,166.1,-11.88,89,100,14.99
514,Humaita,BR,2021-01-26 20:44:38,-7.5061,-63.0208,83.28,84,100,3.0
515,Gaoual,GN,2021-01-26 20:44:39,11.75,-13.2,77.52,17,2,1.68
516,Tiznit,MA,2021-01-26 20:44:39,29.5833,-9.5,65.41,42,0,2.73
517,Trairi,BR,2021-01-26 20:42:27,-3.2778,-39.2689,80.47,76,82,11.39
518,Kayes,ML,2021-01-26 20:44:39,14.0,-11.0,78.93,13,26,9.37
519,Gornopravdinsk,RU,2021-01-26 20:44:39,60.05,69.9,34.02,97,100,12.01
520,Ukholovo,RU,2021-01-26 20:44:40,53.7929,40.4892,33.01,87,100,16.58
521,Iranshahr,IR,2021-01-26 20:44:40,27.2025,60.6848,50.0,13,0,6.91
522,Boende,CD,2021-01-26 20:44:40,-0.2167,20.8667,76.26,71,100,0.85
523,Maple Creek,CA,2021-01-26 20:44:41,49.9168,-109.4848,17.6,67,100,6.91
524,Valleyview,CA,2021-01-26 20:44:41,55.0667,-117.2859,3.2,72,99,3.44
525,Manzhouli,CN,2021-01-26 20:44:41,49.6,117.4333,-11.45,87,46,13.65
526,Maxixe,MZ,2021-01-26 20:44:41,-23.8597,35.3472,77.9,87,99,7.27
527,Minab,IR,2021-01-26 20:44:41,27.1467,57.0801,59.0,67,0,4.61
528,Williams Lake,CA,2021-01-26 20:44:42,52.1415,-122.1445,32.0,74,40,8.05
529,Port Macquarie,AU,2021-01-26 20:44:42,-31.4333,152.9167,73.0,99,27,1.01
530,Beaverton,US,2021-01-26 20:44:42,45.4871,-122.8037,41.0,65,75,9.22
531,Waingapu,ID,2021-01-26 20:44:42,-9.6567,120.2641,77.7,82,81,8.39
532,Buchanan,LR,2021-01-26 20:44:43,5.8808,-10.0467,78.8,94,40,7.61
533,Neiafu,TO,2021-01-26 20:44:43,-18.65,-173.9833,78.8,83,75,13.8
534,Helena,US,2021-01-26 20:44:43,46.5927,-112.0361,28.0,54,1,4.61
535,Talaya,RU,2021-01-26 20:44:43,61.3833,152.75,-27.15,82,100,3.87
